course_id,course_credit,prereqdescription,career,equivalent_course_description,term,session,subject,catalogue,title,location_description,course_name,description
005353,3.0,"Course Prerequisite: MATH204, MATH203Never Taken: COMP 238 or COEN 231",UGRD,COMP 232 = COMP 238,Winter,13W,COMP,232,MATH. FOR COMPUTER SCIENCE,Sir George Williams Campus,COMP 232,"Sets. Propositional logic and predicate calculus. Functions and relations. Elements of number theory. Proof techniques: direct proof, indirect proof, proof by contradiction, proof by induction. Lectures: three hours per week. Tutorial: two hours per week.Prerequisite: MATH 203 or Cegep Mathematics 103 or NYA  MATH 204 or Cegep Mathematics 105 or NYC NOTE: Students who have received credit for COMP 238 or COEN 231 may not take this course for credit."
005353,3.0,"Course Prerequisite: MATH204, MATH203Never Taken: COMP 238 or COEN 231",UGRD,COMP 232 = COMP 238,Summer,6H1,COMP,232,MATH. FOR COMPUTER SCIENCE,Sir George Williams Campus,COMP 232,"Sets. Propositional logic and predicate calculus. Functions and relations. Elements of number theory. Proof techniques: direct proof, indirect proof, proof by contradiction, proof by induction. Lectures: three hours per week. Tutorial: two hours per week.Prerequisite: MATH 203 or Cegep Mathematics 103 or NYA  MATH 204 or Cegep Mathematics 105 or NYC NOTE: Students who have received credit for COMP 238 or COEN 231 may not take this course for credit."
005353,3.0,"Course Prerequisite: MATH204, MATH203Never Taken: COMP 238 or COEN 231",UGRD,COMP 232 = COMP 238,Fall,13W,COMP,232,MATH. FOR COMPUTER SCIENCE,Sir George Williams Campus,COMP 232,"Sets. Propositional logic and predicate calculus. Functions and relations. Elements of number theory. Proof techniques: direct proof, indirect proof, proof by contradiction, proof by induction. Lectures: three hours per week. Tutorial: two hours per week.Prerequisite: MATH 203 or Cegep Mathematics 103 or NYA  MATH 204 or Cegep Mathematics 105 or NYC NOTE: Students who have received credit for COMP 238 or COEN 231 may not take this course for credit."
005354,3.0,"Course Prerequisite: MATH205• Students who have received credit for BIOL 322, ENGR 371, STAT 249, STAT 250, COMM 215, MAST 221, MAST 333 may not take this course for credit.",UGRD,,Winter,13W,COMP,233,PROB. & STATS. FOR COMP. SC.,Sir George Williams Campus,COMP 233,Please see UGRD Calendar
005354,3.0,"Course Prerequisite: MATH205• Students who have received credit for BIOL 322, ENGR 371, STAT 249, STAT 250, COMM 215, MAST 221, MAST 333 may not take this course for credit.",UGRD,,Summer,6H2,COMP,233,PROB. & STATS. FOR COMP. SC.,Sir George Williams Campus,COMP 233,Please see UGRD Calendar
005354,3.0,"Course Prerequisite: MATH205• Students who have received credit for BIOL 322, ENGR 371, STAT 249, STAT 250, COMM 215, MAST 221, MAST 333 may not take this course for credit.",UGRD,,Fall,13W,COMP,233,PROB. & STATS. FOR COMP. SC.,Sir George Williams Campus,COMP 233,Please see UGRD Calendar
005363,3.5,Pre-requisite: Previously or Co-currently: MATH204,UGRD,,Winter,13W,COMP,248,OBJ-ORIENTED PROGRAMMING I,Sir George Williams Campus,COMP 248,"Basic data types, variables, expressions, assignments, control flow. Classes, objects, methods. Information hiding, public vs. private visibility, data abstraction and encapsulation. References. Arrays. Lectures: three hours per week. Tutorial: two hours per week. Laboratory: one hour per week Prerequisite: MATH 204 or Cegep Mathematics 105 or NYC previously or concurrently. Introduction to programming."
005363,3.5,Pre-requisite: Previously or Co-currently: MATH204,UGRD,,Summer,6H1,COMP,248,OBJ-ORIENTED PROGRAMMING I,Sir George Williams Campus,COMP 248,"Basic data types, variables, expressions, assignments, control flow. Classes, objects, methods. Information hiding, public vs. private visibility, data abstraction and encapsulation. References. Arrays. Lectures: three hours per week. Tutorial: two hours per week. Laboratory: one hour per week Prerequisite: MATH 204 or Cegep Mathematics 105 or NYC previously or concurrently. Introduction to programming."
005363,3.5,Pre-requisite: Previously or Co-currently: MATH204,UGRD,,Fall,13W,COMP,248,OBJ-ORIENTED PROGRAMMING I,Sir George Williams Campus,COMP 248,"Basic data types, variables, expressions, assignments, control flow. Classes, objects, methods. Information hiding, public vs. private visibility, data abstraction and encapsulation. References. Arrays. Lectures: three hours per week. Tutorial: two hours per week. Laboratory: one hour per week Prerequisite: MATH 204 or Cegep Mathematics 105 or NYC previously or concurrently. Introduction to programming."
005364,3.5,Course Prerequisite: COMP248; MATH 203; Course Co-requisite: MATH205,UGRD,COEN 241 = COEN 244,Winter,13W,COMP,249,OBJ-ORIENTED PROGRAMMING II,Sir George Williams Campus,COMP 249,Design of classes. Inheritance. Polymorphism. Static and dynamic binding. Abstract classes. Exception handling. File I/O. Recursion. Interfaces and inner classes. Graphical user interfaces. Generics. Collections and iterators. Lectures: three hours per week. Tutorial: two hours per week. Laboratory:one hour per week.Prerequisite: COMP 248; MATH 203 or Cegep Mathematics 103 or NYA; MATH 205 or Cegep Mathematics 203 or NYB previously or concurrently.
005364,3.5,Course Prerequisite: COMP248; MATH 203; Course Co-requisite: MATH205,UGRD,COEN 241 = COEN 244,Summer,6H2,COMP,249,OBJ-ORIENTED PROGRAMMING II,Sir George Williams Campus,COMP 249,Design of classes. Inheritance. Polymorphism. Static and dynamic binding. Abstract classes. Exception handling. File I/O. Recursion. Interfaces and inner classes. Graphical user interfaces. Generics. Collections and iterators. Lectures: three hours per week. Tutorial: two hours per week. Laboratory:one hour per week.Prerequisite: COMP 248; MATH 203 or Cegep Mathematics 103 or NYA; MATH 205 or Cegep Mathematics 203 or NYB previously or concurrently.
005364,3.5,Course Prerequisite: COMP248; MATH 203; Course Co-requisite: MATH205,UGRD,COEN 241 = COEN 244,Fall,13W,COMP,249,OBJ-ORIENTED PROGRAMMING II,Sir George Williams Campus,COMP 249,Design of classes. Inheritance. Polymorphism. Static and dynamic binding. Abstract classes. Exception handling. File I/O. Recursion. Interfaces and inner classes. Graphical user interfaces. Generics. Collections and iterators. Lectures: three hours per week. Tutorial: two hours per week. Laboratory:one hour per week.Prerequisite: COMP 248; MATH 203 or Cegep Mathematics 103 or NYA; MATH 205 or Cegep Mathematics 203 or NYB previously or concurrently.
005391,3.0,   Course Prerequisite: COMP346,UGRD,,Fall,13W,COMP,326,COMPUTER ARCHITECTURE,Sir George Williams Campus,COMP 326,"Computer architecture models: control-flow and data-flow. Concurrency and locality, data dependency theory. Instruction level parallelism. Instruction scheduling. Pipelined processors. Vector processors. Thread level parallelism. Multiprocessors. Shared memory models. Coherence protocols. Interconnection networks. Performance issues. Advanced topics in contemporary computer architectures. Lectures: three hours per week. Tutorial: one hour per week.Prerequisite: COMP 346."
049700,4.0,Prerequisite: COMP 233 or ENGR 371; COMP 352; ENCS 282,UGRD,,Winter,13W,COMP,333,DATA ANALYTICS,Sir George Williams Campus,COMP 333,"Prerequisite: COMP 233 or ENGR 371; COMP 352; ENCS 282. This course introduces the process of data analytics with the aid of examples from several disciplines. It covers data wrangling: extract-transform-load (ETL), cleaning, structuring, integration; data analytics activities: description, prescription, modelling, simulation, optimization, storytelling; and the Python ecosystem: language, libraries, and Jupyter environment. Lectures: three hours per week"
049700,4.0,Prerequisite: COMP 233 or ENGR 371; COMP 352; ENCS 282,UGRD,,Fall,13W,COMP,333,DATA ANALYTICS,Sir George Williams Campus,COMP 333,"Prerequisite: COMP 233 or ENGR 371; COMP 352; ENCS 282. This course introduces the process of data analytics with the aid of examples from several disciplines. It covers data wrangling: extract-transform-load (ETL), cleaning, structuring, integration; data analytics activities: description, prescription, modelling, simulation, optimization, storytelling; and the Python ecosystem: language, libraries, and Jupyter environment. Lectures: three hours per week"
005394,3.0,Prerequisite/Corequisite: The following courses must be completed previously: COMP 232 or COEN 231; and COMP 249 or COEN 244.,UGRD,,Winter,13W,COMP,335,INTRO/THEORETICAL COMP SCI,Sir George Williams Campus,COMP 335,"Prerequisite/Corequisite:The following courses must be completed previously: COMP 232 or COEN 231; and COMP 352 or COEN 352.Description:This course introduces database design, applications, and aspects of database management systems. It covers conceptual database design using the entity-relationship model. Students are introduced to the relational data model, relational algebra, as well as the SQL language, and their applications. Furthermore, the course covers the development of database applications. Students also learn about other data models, including Datalog and Object-oriented. A project is required."
005394,3.0,Prerequisite/Corequisite: The following courses must be completed previously: COMP 232 or COEN 231; and COMP 249 or COEN 244.,UGRD,,Summer,6H1,COMP,335,INTRO/THEORETICAL COMP SCI,Sir George Williams Campus,COMP 335,"Prerequisite/Corequisite:The following courses must be completed previously: COMP 232 or COEN 231; and COMP 352 or COEN 352.Description:This course introduces database design, applications, and aspects of database management systems. It covers conceptual database design using the entity-relationship model. Students are introduced to the relational data model, relational algebra, as well as the SQL language, and their applications. Furthermore, the course covers the development of database applications. Students also learn about other data models, including Datalog and Object-oriented. A project is required."
005394,3.0,Prerequisite/Corequisite: The following courses must be completed previously: COMP 232 or COEN 231; and COMP 249 or COEN 244.,UGRD,,Fall,13W,COMP,335,INTRO/THEORETICAL COMP SCI,Sir George Williams Campus,COMP 335,"Prerequisite/Corequisite:The following courses must be completed previously: COMP 232 or COEN 231; and COMP 352 or COEN 352.Description:This course introduces database design, applications, and aspects of database management systems. It covers conceptual database design using the entity-relationship model. Students are introduced to the relational data model, relational algebra, as well as the SQL language, and their applications. Furthermore, the course covers the development of database applications. Students also learn about other data models, including Datalog and Object-oriented. A project is required."
005398,3.0,   Course Prerequisite: COMP232,UGRD,COMP 339 = MATH 339,Fall,13W,COMP,339,COMBINATORICS,Sir George Williams Campus,COMP 339,Please see UGRD Calendar
005405,4.0,   Course Corequisite: COMP352,UGRD,,Winter,13W,COMP,345,"ADVANCED PROGRAM DESIGN, C++",Sir George Williams Campus,COMP 345,Please see UGRD Calendar
005405,4.0,   Course Corequisite: COMP352,UGRD,,Fall,13W,COMP,345,"ADVANCED PROGRAM DESIGN, C++",Sir George Williams Campus,COMP 345,Please see UGRD Calendar
005406,4.0,Prerequisite: COMP 228 or SOEN 228; COMP 352.,UGRD,,Winter,13W,COMP,346,OPERATING SYSTEMS,Sir George Williams Campus,COMP 346,"Prerequisite/Corequisite:The following courses must be completed previously: COMP 228 or SOEN 228; COMP 352.Description:Fundamentals of operating system functionalities, design and implementation. Multiprogramming: processes and threads, context switching, queuing models and scheduling. Interprocess communication and synchronization. Principles of concurrency. Synchronization primitives. Deadlock detection and recovery, prevention and avoidance schemes. Memory management. Device management. File systems. Protection models and schemes.Component(s):Lecture 3 hours per week; Tutorial 1 hour per week; Laboratory 2 hours per weekNotes:Students who have received credit for COEN 346 may not take this course for credit."
005406,4.0,Prerequisite: COMP 228 or SOEN 228; COMP 352.,UGRD,,Summer,6H2,COMP,346,OPERATING SYSTEMS,Sir George Williams Campus,COMP 346,"Prerequisite/Corequisite:The following courses must be completed previously: COMP 228 or SOEN 228; COMP 352.Description:Fundamentals of operating system functionalities, design and implementation. Multiprogramming: processes and threads, context switching, queuing models and scheduling. Interprocess communication and synchronization. Principles of concurrency. Synchronization primitives. Deadlock detection and recovery, prevention and avoidance schemes. Memory management. Device management. File systems. Protection models and schemes.Component(s):Lecture 3 hours per week; Tutorial 1 hour per week; Laboratory 2 hours per weekNotes:Students who have received credit for COEN 346 may not take this course for credit."
005406,4.0,Prerequisite: COMP 228 or SOEN 228; COMP 352.,UGRD,,Fall,13W,COMP,346,OPERATING SYSTEMS,Sir George Williams Campus,COMP 346,"Prerequisite/Corequisite:The following courses must be completed previously: COMP 228 or SOEN 228; COMP 352.Description:Fundamentals of operating system functionalities, design and implementation. Multiprogramming: processes and threads, context switching, queuing models and scheduling. Interprocess communication and synchronization. Principles of concurrency. Synchronization primitives. Deadlock detection and recovery, prevention and avoidance schemes. Memory management. Device management. File systems. Protection models and schemes.Component(s):Lecture 3 hours per week; Tutorial 1 hour per week; Laboratory 2 hours per weekNotes:Students who have received credit for COEN 346 may not take this course for credit."
005407,3.0,Prerequisite: The following courses must be completed previously: COMP 249,UGRD,,Winter,13W,COMP,348,PRIN./PROGRAMMING LANGUAGES,Sir George Williams Campus,COMP 348,"Prerequisite: The following course must be completed previously: COMP 249.Description:The course discusses the design, efficiency, and implementation of programming languages. A comparison of common high-level programming paradigms, including both imperative and functional approaches, is provided. Core language features such as binding, visibility, and scope are evaluated across a set of current and historical languages. In addition, statically constrained typing and memory management models are compared to dynamic run-time alternatives, with an emphasis on the trade-offs between flexibility and performance."
005407,3.0,Prerequisite: The following courses must be completed previously: COMP 249,UGRD,,Summer,6H1,COMP,348,PRIN./PROGRAMMING LANGUAGES,Sir George Williams Campus,COMP 348,"Prerequisite: The following course must be completed previously: COMP 249.Description:The course discusses the design, efficiency, and implementation of programming languages. A comparison of common high-level programming paradigms, including both imperative and functional approaches, is provided. Core language features such as binding, visibility, and scope are evaluated across a set of current and historical languages. In addition, statically constrained typing and memory management models are compared to dynamic run-time alternatives, with an emphasis on the trade-offs between flexibility and performance."
005407,3.0,Prerequisite: The following courses must be completed previously: COMP 249,UGRD,,Fall,13W,COMP,348,PRIN./PROGRAMMING LANGUAGES,Sir George Williams Campus,COMP 348,"Prerequisite: The following course must be completed previously: COMP 249.Description:The course discusses the design, efficiency, and implementation of programming languages. A comparison of common high-level programming paradigms, including both imperative and functional approaches, is provided. Core language features such as binding, visibility, and scope are evaluated across a set of current and historical languages. In addition, statically constrained typing and memory management models are compared to dynamic run-time alternatives, with an emphasis on the trade-offs between flexibility and performance."
005409,3.0,Prerequisite: COMP 249; Co-requisite COMP 232,UGRD,COEN 352 = COMP 352,Winter,13W,COMP,352,DATA STRUCTURES + ALGORITHMS,Sir George Williams Campus,COMP 352,"Abstract data types: stacks and queues, trees, priority queues, dictionaries. Data structures: arrays, linked lists, heaps, hash tables, search trees. Design and analysis of algorithms: asymptotic notation, recursive algorithms, searching and sorting, tree traversal, graph algorithms. Lectures: three hours per week. Tutorial: one hour per week.Prerequisite: COMP 232 previously or concurrently; COMP 249.NOTE: Students who have received credit for COEN 352 may not take this course for credit."
005409,3.0,Prerequisite: COMP 249; Co-requisite COMP 232,UGRD,COEN 352 = COMP 352,Summer,6H1,COMP,352,DATA STRUCTURES + ALGORITHMS,Sir George Williams Campus,COMP 352,"Abstract data types: stacks and queues, trees, priority queues, dictionaries. Data structures: arrays, linked lists, heaps, hash tables, search trees. Design and analysis of algorithms: asymptotic notation, recursive algorithms, searching and sorting, tree traversal, graph algorithms. Lectures: three hours per week. Tutorial: one hour per week.Prerequisite: COMP 232 previously or concurrently; COMP 249.NOTE: Students who have received credit for COEN 352 may not take this course for credit."
005409,3.0,Prerequisite: COMP 249; Co-requisite COMP 232,UGRD,COEN 352 = COMP 352,Fall,13W,COMP,352,DATA STRUCTURES + ALGORITHMS,Sir George Williams Campus,COMP 352,"Abstract data types: stacks and queues, trees, priority queues, dictionaries. Data structures: arrays, linked lists, heaps, hash tables, search trees. Design and analysis of algorithms: asymptotic notation, recursive algorithms, searching and sorting, tree traversal, graph algorithms. Lectures: three hours per week. Tutorial: one hour per week.Prerequisite: COMP 232 previously or concurrently; COMP 249.NOTE: Students who have received credit for COEN 352 may not take this course for credit."
005410,4.0,"Never Taken: COMP451, COMP454, COMP458, SOEN 363Prerequisite: COMP 232 or COEN 231; COMP 352 or COEN 352.",UGRD,,Winter,13W,COMP,353,DATABASES,Sir George Williams Campus,COMP 353,"Introduction to database management systems. Conceptual database design: the entity-relationship model. The relational data model and relational algebra: functional dependencies and normalization. The SQL language and its application in defining, querying, and updating databases; integrity constraints; triggers. Developing database applications. Other data models: Datalog. Object-oriented data model and ODL. Semi-structured data. Project. Lectures: three hours per week. Tutorial: one hour per week. Laboratory: two hours per week.Prerequisite: COMP 232 or COEN 231; COMP 352 or COEN 352."
005410,4.0,"Never Taken: COMP451, COMP454, COMP458, SOEN 363Prerequisite: COMP 232 or COEN 231; COMP 352 or COEN 352.",UGRD,,Summer,6H2,COMP,353,DATABASES,Sir George Williams Campus,COMP 353,"Introduction to database management systems. Conceptual database design: the entity-relationship model. The relational data model and relational algebra: functional dependencies and normalization. The SQL language and its application in defining, querying, and updating databases; integrity constraints; triggers. Developing database applications. Other data models: Datalog. Object-oriented data model and ODL. Semi-structured data. Project. Lectures: three hours per week. Tutorial: one hour per week. Laboratory: two hours per week.Prerequisite: COMP 232 or COEN 231; COMP 352 or COEN 352."
005410,4.0,"Never Taken: COMP451, COMP454, COMP458, SOEN 363Prerequisite: COMP 232 or COEN 231; COMP 352 or COEN 352.",UGRD,,Fall,13W,COMP,353,DATABASES,Sir George Williams Campus,COMP 353,"Introduction to database management systems. Conceptual database design: the entity-relationship model. The relational data model and relational algebra: functional dependencies and normalization. The SQL language and its application in defining, querying, and updating databases; integrity constraints; triggers. Developing database applications. Other data models: Datalog. Object-oriented data model and ODL. Semi-structured data. Project. Lectures: three hours per week. Tutorial: one hour per week. Laboratory: two hours per week.Prerequisite: COMP 232 or COEN 231; COMP 352 or COEN 352."
005411,4.0,Course Prerequisite: COMP352; ENCS282,UGRD,COEN 431 = COMP 354,Winter,13W,COMP,354,SOFTWARE ENGINEERING I,Sir George Williams Campus,COMP 354,"Software development process models (e.g. linear vs. iterative). Project management; roles, activities and deliverables for each software life cycle phase. Requirements management: analysis, elicitation, and scope. Architecture, design and the mapping of requirements to design and design to implementation. Traceability. Software quality assurance: verification, validation and the role of testing. Maintenance and evolution. Project. Lectures: three hours per week. Tutorial: one hour per week. Laboratory: two hours per week.Prerequisite: COMP 352; ENCS 282.NOTE: 1. Students who have received credit for SOEN 341 may not take this course for credit.NOTE: Students in the BEng in Software Engineering program may not take this course for credit."
005411,4.0,Course Prerequisite: COMP352; ENCS282,UGRD,COEN 431 = COMP 354,Summer,13W,COMP,354,SOFTWARE ENGINEERING I,Sir George Williams Campus,COMP 354,"Software development process models (e.g. linear vs. iterative). Project management; roles, activities and deliverables for each software life cycle phase. Requirements management: analysis, elicitation, and scope. Architecture, design and the mapping of requirements to design and design to implementation. Traceability. Software quality assurance: verification, validation and the role of testing. Maintenance and evolution. Project. Lectures: three hours per week. Tutorial: one hour per week. Laboratory: two hours per week.Prerequisite: COMP 352; ENCS 282.NOTE: 1. Students who have received credit for SOEN 341 may not take this course for credit.NOTE: Students in the BEng in Software Engineering program may not take this course for credit."
005411,4.0,Course Prerequisite: COMP352; ENCS282,UGRD,COEN 431 = COMP 354,Fall,13W,COMP,354,SOFTWARE ENGINEERING I,Sir George Williams Campus,COMP 354,"Software development process models (e.g. linear vs. iterative). Project management; roles, activities and deliverables for each software life cycle phase. Requirements management: analysis, elicitation, and scope. Architecture, design and the mapping of requirements to design and design to implementation. Traceability. Software quality assurance: verification, validation and the role of testing. Maintenance and evolution. Project. Lectures: three hours per week. Tutorial: one hour per week. Laboratory: two hours per week.Prerequisite: COMP 352; ENCS 282.NOTE: 1. Students who have received credit for SOEN 341 may not take this course for credit.NOTE: Students in the BEng in Software Engineering program may not take this course for credit."
005412,3.0,Course Prerequisite: COMP249; COMP238 or COMP232,UGRD,,Winter,13W,COMP,361,ELEMENTARY NUMERICAL METHODS,Sir George Williams Campus,COMP 361,"Vector and matrix norms. Numerical methods for solving linear systems, Gaussian elimination, LU decomposition, error analysis. Numerical solution of nonlinear equations, Newton's method, fixed point iterations. Interpolation and approximation, Taylor, Lagrange, Chebyshev and Legendre polynomials. Cubic spline interpolation. Numerical differentiation, numerical integration, Gauss quadrature. Discrete least-squares approximation. Initial value problems in ordinary differential equations, stiff differential equations. Boundary value problems in ordinary differential equations. Lectures: three hours per week. Tutorial: one hour per week.Prerequisite: COMP 232, 249.NOTE: Students who have received credit for ENGR 391 or MAST 334 may not take this course for credit."
005412,3.0,Course Prerequisite: COMP249; COMP238 or COMP232,UGRD,,Fall,13W,COMP,361,ELEMENTARY NUMERICAL METHODS,Sir George Williams Campus,COMP 361,"Vector and matrix norms. Numerical methods for solving linear systems, Gaussian elimination, LU decomposition, error analysis. Numerical solution of nonlinear equations, Newton's method, fixed point iterations. Interpolation and approximation, Taylor, Lagrange, Chebyshev and Legendre polynomials. Cubic spline interpolation. Numerical differentiation, numerical integration, Gauss quadrature. Discrete least-squares approximation. Initial value problems in ordinary differential equations, stiff differential equations. Boundary value problems in ordinary differential equations. Lectures: three hours per week. Tutorial: one hour per week.Prerequisite: COMP 232, 249.NOTE: Students who have received credit for ENGR 391 or MAST 334 may not take this course for credit."
005414,3.0,Course Prerequisite: MATH 222 or COMP 232 or equivalent; COMP 248 or equivalent,UGRD,COMP 367 = MAST 332,Winter,13W,COMP,367,TECH./SYMBOLIC COMPUTATIONS,Sir George Williams Campus,COMP 367,"Prerequisite/Corequisite:The following courses must be completed previously: MATH 222 or COMP 232 or equivalent; COMP 248 or equivalent.Description:This course is an application-oriented introduction to algebraic methods involved in symbolic computation, as it applies to number theory and modular algebra, and covering the following topics: numbers, primes, modular arithmetic, Diophantine equations; congruence classes and applications, finite fields and rings; Fermat’s and Euler’s theorems; Chinese Remainder theorem and applications; polynomial congruences and rings. Applications to: error-correcting codes (Humming codes), Hill Cryptosystem, public key encryption schemes, polynomial factorization, polynomial interpolation. A symbolic computation system (e.g. MAPLE), is used as a computational tool and a platform for writing all assignments and tests but not as an object of study itself."
005415,4.0,"Never Taken: COMP376, COMP477 Prerequisite: COMP 232 or COEN 231; COMP 352 or COEN 352",UGRD,COMP 371 = COMP 471,Winter,13W,COMP,371,COMPUTER GRAPHICS,Sir George Williams Campus,COMP 371,"Introduction to computer graphics and graphics hardware. Introduction to graphics API and graphics systems architecture. Mathematics of 2D and 3D transformations, and 2D and 3D viewing. Colour and basic rendering algorithms. Visual realism and visibility. Illumination and shading, global illumination techniques, and textures. Introduction to curves and surfaces, and 3D object modelling. Introduction to computer animation. Project. Lectures: three hours per week. Laboratory: two hours per week.Prerequisite: COMP 232 or COEN 231; COMP 352 or COEN 352."
005415,4.0,"Never Taken: COMP376, COMP477 Prerequisite: COMP 232 or COEN 231; COMP 352 or COEN 352",UGRD,COMP 371 = COMP 471,Summer,6H2,COMP,371,COMPUTER GRAPHICS,Sir George Williams Campus,COMP 371,"Introduction to computer graphics and graphics hardware. Introduction to graphics API and graphics systems architecture. Mathematics of 2D and 3D transformations, and 2D and 3D viewing. Colour and basic rendering algorithms. Visual realism and visibility. Illumination and shading, global illumination techniques, and textures. Introduction to curves and surfaces, and 3D object modelling. Introduction to computer animation. Project. Lectures: three hours per week. Laboratory: two hours per week.Prerequisite: COMP 232 or COEN 231; COMP 352 or COEN 352."
005416,4.0,"Prerequisite/Corequisite: The following courses must be completed previously: COMP 371.Never Taken: COMP476, CARTR 315",UGRD,CART 315 = CART 398 = COMP 376,Fall,13W,COMP,376,INTRO. TO GAME DEVELOPMENT,Sir George Williams Campus,COMP 376,"Introduction to design and implementation aspects of computer gaming: basic game design, storytelling and narratives, and game genres. Virtual environments, 2D and 3D game engines, and game development tools. Character development, gameplay strategies, level design in games, and user interfaces. Architecture of game consoles, analog and digital controllers, and the incorporation of graphics, sound, and music in game implementations. Project. Lectures: three hours per week. Laboratory: two hours per week.Prerequisite: COMP 371 previously"
049310,4.0,PREREQ COMP425: must complete all 200 level courses before enrolling in any 400 level course,UGRD,,Winter,13W,COMP,425,COMPUTER VISION,Sir George Williams Campus,COMP 425,"This course introduces basic techniques and concepts in computervision including image formation, grouping and fitting, geometricvision, recognition, perceptual organization, and the state-of-the-artsoftware tools. Students learn fundamental algorithms and techniques,and gain experience in programming vision based components. Aproject is required."
